UID          PID    PPID     LWP  C NLWP STIME TTY          TIME CMD
bruno      12944   12540   12947  0   21 03:37 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:49671 -prefMapHandle 1:293063 -jsInitHandle 2:161776 -parentBuildID 20260814094907 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {56e075d2-47df-4d11-a397-2964327a061a} -parentPid 12384 -crashHelperPid 12454 -crashHelper 6 -crashReporter 7 -greomni /snap/firefox/8762/usr/lib/firefox/omni.ja -appomni /snap/firefox/8762/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/8762/usr/lib/firefox/browser 6 tab
bruno      12944   12540   12948  0   21 03:37 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:49671 -prefMapHandle 1:293063 -jsInitHandle 2:161776 -parentBuildID 20260814094907 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {56e075d2-47df-4d11-a397-2964327a061a} -parentPid 12384 -crashHelperPid 12454 -crashHelper 6 -crashReporter 7 -greomni /snap/firefox/8762/usr/lib/firefox/omni.ja -appomni /snap/firefox/8762/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/8762/usr/lib/firefox/browser 6 tab
bruno      12944   12540   12953  0   21 03:37 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:49671 -prefMapHandle 1:293063 -jsInitHandle 2:161776 -parentBuildID 20260814094907 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {56e075d2-47df-4d11-a397-2964327a061a} -parentPid 12384 -crashHelperPid 12454 -crashHelper 6 -crashReporter 7 -greomni /snap/firefox/8762/usr/lib/firefox/omni.ja -appomni /snap/firefox/8762/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/8762/usr/lib/firefox/browser 6 tab
bruno      12944   12540   12956  0   21 03:37 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:49671 -prefMapHandle 1:293063 -jsInitHandle 2:161776 -parentBuildID 20260814094907 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {56e075d2-47df-4d11-a397-2964327a061a} -parentPid 12384 -crashHelperPid 12454 -crashHelper 6 -crashReporter 7 -greomni /snap/firefox/8762/usr/lib/firefox/omni.ja -appomni /snap/firefox/8762/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/8762/usr/lib/firefox/browser 6 tab
bruno      12944   12540   12957  0   21 03:37 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:49671 -prefMapHandle 1:293063 -jsInitHandle 2:161776 -parentBuildID 20260814094907 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {56e075d2-47df-4d11-a397-2964327a061a} -parentPid 12384 -crashHelperPid 12454 -crashHelper 6 -crashReporter 7 -greomni /snap/firefox/8762/usr/lib/firefox/omni.ja -appomni /snap/firefox/8762/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/8762/usr/lib/firefox/browser 6 tab
bruno      12944   12540   12958  0   21 03:37 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:49671 -prefMapHandle 1:293063 -jsInitHandle 2:161776 -parentBuildID 20260814094907 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {56e075d2-47df-4d11-a397-2964327a061a} -parentPid 12384 -crashHelperPid 12454 -crashHelper 6 -crashReporter 7 -greomni /snap/firefox/8762/usr/lib/firefox/omni.ja -appomni /snap/firefox/8762/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/8762/usr/lib/firefox/browser 6 tab
bruno      12944   12540   12959  0   21 03:37 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:49671 -prefMapHandle 1:293063 -jsInitHandle 2:161776 -parentBuildID 20260814094907 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {56e075d2-47df-4d11-a397-2964327a061a} -parentPid 12384 -crashHelperPid 12454 -crashHelper 6 -crashReporter 7 -greomni /snap/firefox/8762/usr/lib/firefox/omni.ja -appomni /snap/firefox/8762/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/8762/usr/lib/firefox/browser 6 tab
bruno      12944   12540   12961  0   21 03:37 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:49671 -prefMapHandle 1:293063 -jsInitHandle 2:161776 -parentBuildID 20260814094907 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {56e075d2-47df-4d11-a397-2964327a061a} -parentPid 12384 -crashHelperPid 12454 -crashHelper 6 -crashReporter 7 -greomni /snap/firefox/8762/usr/lib/firefox/omni.ja -appomni /snap/firefox/8762/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/8762/usr/lib/firefox/browser 6 tab
bruno      12944   12540   12963  0   21 03:37 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:49671 -prefMapHandle 1:293063 -jsInitHandle 2:161776 -parentBuildID 20260814094907 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {56e075d2-47df-4d11-a397-2964327a061a} -parentPid 12384 -crashHelperPid 12454 -crashHelper 6 -crashReporter 7 -greomni /snap/firefox/8762/usr/lib/firefox/omni.ja -appomni /snap/firefox/8762/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/8762/usr/lib/firefox/browser 6 tab
bruno      12944   12540   12964  0   21 03:37 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:49671 -prefMapHandle 1:293063 -jsInitHandle 2:161776 -parentBuildID 20260814094907 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {56e075d2-47df-4d11-a397-2964327a061a} -parentPid 12384 -crashHelperPid 12454 -crashHelper 6 -crashReporter 7 -greomni /snap/firefox/8762/usr/lib/firefox/omni.ja -appomni /snap/firefox/8762/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/8762/usr/lib/firefox/browser 6 tab
bruno      12944   12540   12965  0   21 03:37 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:49671 -prefMapHandle 1:293063 -jsInitHandle 2:161776 -parentBuildID 20260814094907 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {56e075d2-47df-4d11-a397-2964327a061a} -parentPid 12384 -crashHelperPid 12454 -crashHelper 6 -crashReporter 7 -greomni /snap/firefox/8762/usr/lib/firefox/omni.ja -appomni /snap/firefox/8762/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/8762/usr/lib/firefox/browser 6 tab
bruno      12944   12540   12966  0   21 03:37 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:49671 -prefMapHandle 1:293063 -jsInitHandle 2:161776 -parentBuildID 20260814094907 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {56e075d2-47df-4d11-a397-2964327a061a} -parentPid 12384 -crashHelperPid 12454 -crashHelper 6 -crashReporter 7 -greomni /snap/firefox/8762/usr/lib/firefox/omni.ja -appomni /snap/firefox/8762/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/8762/usr/lib/firefox/browser 6 tab
bruno      12944   12540   12967  0   21 03:37 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:49671 -prefMapHandle 1:293063 -jsInitHandle 2:161776 -parentBuildID 20260814094907 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {56e075d2-47df-4d11-a397-2964327a061a} -parentPid 12384 -crashHelperPid 12454 -crashHelper 6 -crashReporter 7 -greomni /snap/firefox/8762/usr/lib/firefox/omni.ja -appomni /snap/firefox/8762/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/8762/usr/lib/firefox/browser 6 tab
bruno      12944   12540   12968  0   21 03:37 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:49671 -prefMapHandle 1:293063 -jsInitHandle 2:161776 -parentBuildID 20260814094907 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {56e075d2-47df-4d11-a397-2964327a061a} -parentPid 12384 -crashHelperPid 12454 -crashHelper 6 -crashReporter 7 -greomni /snap/firefox/8762/usr/lib/firefox/omni.ja -appomni /snap/firefox/8762/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/8762/usr/lib/firefox/browser 6 tab
bruno      12944   12540   12969  0   21 03:37 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:49671 -prefMapHandle 1:293063 -jsInitHandle 2:161776 -parentBuildID 20260814094907 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {56e075d2-47df-4d11-a397-2964327a061a} -parentPid 12384 -crashHelperPid 12454 -crashHelper 6 -crashReporter 7 -greomni /snap/firefox/8762/usr/lib/firefox/omni.ja -appomni /snap/firefox/8762/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/8762/usr/lib/firefox/browser 6 tab
bruno      12944   12540   12970  0   21 03:37 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:49671 -prefMapHandle 1:293063 -jsInitHandle 2:161776 -parentBuildID 20260814094907 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {56e075d2-47df-4d11-a397-2964327a061a} -parentPid 12384 -crashHelperPid 12454 -crashHelper 6 -crashReporter 7 -greomni /snap/firefox/8762/usr/lib/firefox/omni.ja -appomni /snap/firefox/8762/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/8762/usr/lib/firefox/browser 6 tab
bruno      12944   12540   12971  0   21 03:37 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:49671 -prefMapHandle 1:293063 -jsInitHandle 2:161776 -parentBuildID 20260814094907 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {56e075d2-47df-4d11-a397-2964327a061a} -parentPid 12384 -crashHelperPid 12454 -crashHelper 6 -crashReporter 7 -greomni /snap/firefox/8762/usr/lib/firefox/omni.ja -appomni /snap/firefox/8762/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/8762/usr/lib/firefox/browser 6 tab
bruno      12944   12540   12972  0   21 03:37 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:49671 -prefMapHandle 1:293063 -jsInitHandle 2:161776 -parentBuildID 20260814094907 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {56e075d2-47df-4d11-a397-2964327a061a} -parentPid 12384 -crashHelperPid 12454 -crashHelper 6 -crashReporter 7 -greomni /snap/firefox/8762/usr/lib/firefox/omni.ja -appomni /snap/firefox/8762/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/8762/usr/lib/firefox/browser 6 tab
bruno      12944   12540   12973  0   21 03:37 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:49671 -prefMapHandle 1:293063 -jsInitHandle 2:161776 -parentBuildID 20260814094907 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {56e075d2-47df-4d11-a397-2964327a061a} -parentPid 12384 -crashHelperPid 12454 -crashHelper 6 -crashReporter 7 -greomni /snap/firefox/8762/usr/lib/firefox/omni.ja -appomni /snap/firefox/8762/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/8762/usr/lib/firefox/browser 6 tab
bruno      12944   12540   13247  0   21 03:37 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:49671 -prefMapHandle 1:293063 -jsInitHandle 2:161776 -parentBuildID 20260814094907 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {56e075d2-47df-4d11-a397-2964327a061a} -parentPid 12384 -crashHelperPid 12454 -crashHelper 6 -crashReporter 7 -greomni /snap/firefox/8762/usr/lib/firefox/omni.ja -appomni /snap/firefox/8762/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/8762/usr/lib/firefox/browser 6 tab
bruno      13108   12540   13108  0    4 03:37 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/firefox -contentproc -parentBuildID 20260814094907 -sandboxingKind 0 -prefsHandle 0:54464 -prefMapHandle 1:293063 -sandboxReporter 2 -chrootClient 3 -ipcHandle 4 -initialChannelId {6e4c2031-bfc1-46f4-a539-c1a061e49155} -parentPid 12384 -crashHelperPid 12454 -crashHelper 5 -crashReporter 6 -appDir /snap/firefox/8762/usr/lib/firefox/browser 7 utility
bruno      13108   12540   13111  0    4 03:37 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/firefox -contentproc -parentBuildID 20260814094907 -sandboxingKind 0 -prefsHandle 0:54464 -prefMapHandle 1:293063 -sandboxReporter 2 -chrootClient 3 -ipcHandle 4 -initialChannelId {6e4c2031-bfc1-46f4-a539-c1a061e49155} -parentPid 12384 -crashHelperPid 12454 -crashHelper 5 -crashReporter 6 -appDir /snap/firefox/8762/usr/lib/firefox/browser 7 utility
bruno      13108   12540   13112  0    4 03:37 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/firefox -contentproc -parentBuildID 20260814094907 -sandboxingKind 0 -prefsHandle 0:54464 -prefMapHandle 1:293063 -sandboxReporter 2 -chrootClient 3 -ipcHandle 4 -initialChannelId {6e4c2031-bfc1-46f4-a539-c1a061e49155} -parentPid 12384 -crashHelperPid 12454 -crashHelper 5 -crashReporter 6 -appDir /snap/firefox/8762/usr/lib/firefox/browser 7 utility
bruno      13108   12540   13114  0    4 03:37 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/firefox -contentproc -parentBuildID 20260814094907 -sandboxingKind 0 -prefsHandle 0:54464 -prefMapHandle 1:293063 -sandboxReporter 2 -chrootClient 3 -ipcHandle 4 -initialChannelId {6e4c2031-bfc1-46f4-a539-c1a061e49155} -parentPid 12384 -crashHelperPid 12454 -crashHelper 5 -crashReporter 6 -appDir /snap/firefox/8762/usr/lib/firefox/browser 7 utility
bruno      13346   12540   13346  1   28 03:37 ?        00:00:39 /snap/firefox/8762/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:49941 -prefMapHandle 1:293063 -jsInitHandle 2:161776 -parentBuildID 20260814094907 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {34491590-f3f0-4489-a7ef-2986e285c32d} -parentPid 12384 -crashHelperPid 12454 -crashHelper 6 -crashReporter 7 -greomni /snap/firefox/8762/usr/lib/firefox/omni.ja -appomni /snap/firefox/8762/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/8762/usr/lib/firefox/browser 11 tab
bruno      13346   12540   13350  0   28 03:37 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:49941 -prefMapHandle 1:293063 -jsInitHandle 2:161776 -parentBuildID 20260814094907 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {34491590-f3f0-4489-a7ef-2986e285c32d} -parentPid 12384 -crashHelperPid 12454 -crashHelper 6 -crashReporter 7 -greomni /snap/firefox/8762/usr/lib/firefox/omni.ja -appomni /snap/firefox/8762/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/8762/usr/lib/firefox/browser 11 tab
bruno      13346   12540   13351  0   28 03:37 ?        00:00:03 /snap/firefox/8762/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:49941 -prefMapHandle 1:293063 -jsInitHandle 2:161776 -parentBuildID 20260814094907 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {34491590-f3f0-4489-a7ef-2986e285c32d} -parentPid 12384 -crashHelperPid 12454 -crashHelper 6 -crashReporter 7 -greomni /snap/firefox/8762/usr/lib/firefox/omni.ja -appomni /snap/firefox/8762/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/8762/usr/lib/firefox/browser 11 tab
bruno      13346   12540   13352  0   28 03:37 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:49941 -prefMapHandle 1:293063 -jsInitHandle 2:161776 -parentBuildID 20260814094907 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {34491590-f3f0-4489-a7ef-2986e285c32d} -parentPid 12384 -crashHelperPid 12454 -crashHelper 6 -crashReporter 7 -greomni /snap/firefox/8762/usr/lib/firefox/omni.ja -appomni /snap/firefox/8762/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/8762/usr/lib/firefox/browser 11 tab
bruno      13346   12540   13353  0   28 03:37 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:49941 -prefMapHandle 1:293063 -jsInitHandle 2:161776 -parentBuildID 20260814094907 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {34491590-f3f0-4489-a7ef-2986e285c32d} -parentPid 12384 -crashHelperPid 12454 -crashHelper 6 -crashReporter 7 -greomni /snap/firefox/8762/usr/lib/firefox/omni.ja -appomni /snap/firefox/8762/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/8762/usr/lib/firefox/browser 11 tab
bruno      13346   12540   13354  0   28 03:37 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:49941 -prefMapHandle 1:293063 -jsInitHandle 2:161776 -parentBuildID 20260814094907 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {34491590-f3f0-4489-a7ef-2986e285c32d} -parentPid 12384 -crashHelperPid 12454 -crashHelper 6 -crashReporter 7 -greomni /snap/firefox/8762/usr/lib/firefox/omni.ja -appomni /snap/firefox/8762/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/8762/usr/lib/firefox/browser 11 tab
bruno      13346   12540   13355  0   28 03:37 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:49941 -prefMapHandle 1:293063 -jsInitHandle 2:161776 -parentBuildID 20260814094907 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {34491590-f3f0-4489-a7ef-2986e285c32d} -parentPid 12384 -crashHelperPid 12454 -crashHelper 6 -crashReporter 7 -greomni /snap/firefox/8762/usr/lib/firefox/omni.ja -appomni /snap/firefox/8762/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/8762/usr/lib/firefox/browser 11 tab
bruno      13346   12540   13356  0   28 03:37 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:49941 -prefMapHandle 1:293063 -jsInitHandle 2:161776 -parentBuildID 20260814094907 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {34491590-f3f0-4489-a7ef-2986e285c32d} -parentPid 12384 -crashHelperPid 12454 -crashHelper 6 -crashReporter 7 -greomni /snap/firefox/8762/usr/lib/firefox/omni.ja -appomni /snap/firefox/8762/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/8762/usr/lib/firefox/browser 11 tab
bruno      13346   12540   13358  0   28 03:37 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:49941 -prefMapHandle 1:293063 -jsInitHandle 2:161776 -parentBuildID 20260814094907 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {34491590-f3f0-4489-a7ef-2986e285c32d} -parentPid 12384 -crashHelperPid 12454 -crashHelper 6 -crashReporter 7 -greomni /snap/firefox/8762/usr/lib/firefox/omni.ja -appomni /snap/firefox/8762/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/8762/usr/lib/firefox/browser 11 tab
bruno      13346   12540   13359  0   28 03:37 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:49941 -prefMapHandle 1:293063 -jsInitHandle 2:161776 -parentBuildID 20260814094907 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {34491590-f3f0-4489-a7ef-2986e285c32d} -parentPid 12384 -crashHelperPid 12454 -crashHelper 6 -crashReporter 7 -greomni /snap/firefox/8762/usr/lib/firefox/omni.ja -appomni /snap/firefox/8762/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/8762/usr/lib/firefox/browser 11 tab
bruno      13346   12540   13360  0   28 03:37 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:49941 -prefMapHandle 1:293063 -jsInitHandle 2:161776 -parentBuildID 20260814094907 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {34491590-f3f0-4489-a7ef-2986e285c32d} -parentPid 12384 -crashHelperPid 12454 -crashHelper 6 -crashReporter 7 -greomni /snap/firefox/8762/usr/lib/firefox/omni.ja -appomni /snap/firefox/8762/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/8762/usr/lib/firefox/browser 11 tab
bruno      13346   12540   13361  0   28 03:37 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:49941 -prefMapHandle 1:293063 -jsInitHandle 2:161776 -parentBuildID 20260814094907 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {34491590-f3f0-4489-a7ef-2986e285c32d} -parentPid 12384 -crashHelperPid 12454 -crashHelper 6 -crashReporter 7 -greomni /snap/firefox/8762/usr/lib/firefox/omni.ja -appomni /snap/firefox/8762/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/8762/usr/lib/firefox/browser 11 tab
bruno      13346   12540   13362  0   28 03:37 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:49941 -prefMapHandle 1:293063 -jsInitHandle 2:161776 -parentBuildID 20260814094907 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {34491590-f3f0-4489-a7ef-2986e285c32d} -parentPid 12384 -crashHelperPid 12454 -crashHelper 6 -crashReporter 7 -greomni /snap/firefox/8762/usr/lib/firefox/omni.ja -appomni /snap/firefox/8762/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/8762/usr/lib/firefox/browser 11 tab
bruno      13346   12540   13363  0   28 03:37 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:49941 -prefMapHandle 1:293063 -jsInitHandle 2:161776 -parentBuildID 20260814094907 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {34491590-f3f0-4489-a7ef-2986e285c32d} -parentPid 12384 -crashHelperPid 12454 -crashHelper 6 -crashReporter 7 -greomni /snap/firefox/8762/usr/lib/firefox/omni.ja -appomni /snap/firefox/8762/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/8762/usr/lib/firefox/browser 11 tab
bruno      13346   12540   13364  0   28 03:37 ?        00:00:01 /snap/firefox/8762/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:49941 -prefMapHandle 1:293063 -jsInitHandle 2:161776 -parentBuildID 20260814094907 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {34491590-f3f0-4489-a7ef-2986e285c32d} -parentPid 12384 -crashHelperPid 12454 -crashHelper 6 -crashReporter 7 -greomni /snap/firefox/8762/usr/lib/firefox/omni.ja -appomni /snap/firefox/8762/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/8762/usr/lib/firefox/browser 11 tab
bruno      13346   12540   13365  0   28 03:37 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:49941 -prefMapHandle 1:293063 -jsInitHandle 2:161776 -parentBuildID 20260814094907 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {34491590-f3f0-4489-a7ef-2986e285c32d} -parentPid 12384 -crashHelperPid 12454 -crashHelper 6 -crashReporter 7 -greomni /snap/firefox/8762/usr/lib/firefox/omni.ja -appomni /snap/firefox/8762/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/8762/usr/lib/firefox/browser 11 tab
bruno      13346   12540   13366  0   28 03:37 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:49941 -prefMapHandle 1:293063 -jsInitHandle 2:161776 -parentBuildID 20260814094907 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {34491590-f3f0-4489-a7ef-2986e285c32d} -parentPid 12384 -crashHelperPid 12454 -crashHelper 6 -crashReporter 7 -greomni /snap/firefox/8762/usr/lib/firefox/omni.ja -appomni /snap/firefox/8762/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/8762/usr/lib/firefox/browser 11 tab
bruno      13346   12540   13367  0   28 03:37 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:49941 -prefMapHandle 1:293063 -jsInitHandle 2:161776 -parentBuildID 20260814094907 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {34491590-f3f0-4489-a7ef-2986e285c32d} -parentPid 12384 -crashHelperPid 12454 -crashHelper 6 -crashReporter 7 -greomni /snap/firefox/8762/usr/lib/firefox/omni.ja -appomni /snap/firefox/8762/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/8762/usr/lib/firefox/browser 11 tab
bruno      13346   12540   13368  0   28 03:37 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:49941 -prefMapHandle 1:293063 -jsInitHandle 2:161776 -parentBuildID 20260814094907 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {34491590-f3f0-4489-a7ef-2986e285c32d} -parentPid 12384 -crashHelperPid 12454 -crashHelper 6 -crashReporter 7 -greomni /snap/firefox/8762/usr/lib/firefox/omni.ja -appomni /snap/firefox/8762/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/8762/usr/lib/firefox/browser 11 tab
bruno      13346   12540   14101  0   28 03:40 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:49941 -prefMapHandle 1:293063 -jsInitHandle 2:161776 -parentBuildID 20260814094907 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {34491590-f3f0-4489-a7ef-2986e285c32d} -parentPid 12384 -crashHelperPid 12454 -crashHelper 6 -crashReporter 7 -greomni /snap/firefox/8762/usr/lib/firefox/omni.ja -appomni /snap/firefox/8762/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/8762/usr/lib/firefox/browser 11 tab
